VENDOR NAME,INVENTORY DETAIL,Rev,QUANTITY,DESCRIPTION,
LLCS2183,LX90021327,C03-05,1.000000,
LLCS2183,LX90021357,C03-05,1.000000,
LLCS2183,LX90021325,C03-05,1.000000,
LLCS2183,LX90021380,C03-05,1.000000,
LLCS2183,LX90021362,C03-05,1.000000,
LLCS2183,LX90021364,C03-05,1.000000,
LLCS2183,LX90021381,C03-05,1.000000,
LLCS2183,LX90021375,C03-05,1.000000,
LLCS2183,LX90021372,C03-05,1.000000,
LLCS2183,LX90021351,C03-05,1.000000,
LLCS2183,LX90021349,C03-05,1.000000,
LLCS2183,LX90021374,C03-05,1.000000,
LLCS2183,LX90021354,C03-05,1.000000,
LLCS2183,LX90021323,C03-05,1.000000,
LLCS2183,LX90021329,C03-05,1.000000,
LLCS2183,LX90021356,C03-05,1.000000,
LLCS2183,LX90021353,C03-05,1.000000,
LLCS2183,LX90021359,C03-05,1.000000,
LLCS2183,LX90021377,C03-05,1.000000,
LLCS2183,LX90021363,C03-05,1.000000,
LLCS2183,LX90021378,C03-05,1.000000,
LLCS2183,LX90021326,C03-05,1.000000,
LLCS2183,LX90021322,C03-05,1.000000,
LLCS2183,LX90021379,C03-05,1.000000,
LLCS2183,LX90021347,C03-05,1.000000,
LLCS2183,LX90021348,C03-05,1.000000,
LLCS2183,LX90021373,C03-05,1.000000,
LLCS2183,LX90021350,C03-05,1.000000,
LLCS2183,LX90021352,C03-05,1.000000,
LLCS2183,LX90021376,C03-05,1.000000,
LLCS2183,LX90021358,C03-05,1.000000,
LLCS2183,LX90021382,C03-05,1.000000,
LLCS2183,LX90021321,C03-05,1.000000,
LLCS2183,LX90021360,C03-05,1.000000,
LLCS2183,LX90021328,C03-05,1.000000,
LLCS2183,LX90021355,C03-05,1.000000,
LLCS2271,LX90018366,C04-05,1.000000,
LLCS2271,LX90018017,C04-05,1.000000,
LLCS2271,LX90018029,C04-05,1.000000,
LLCS2271,LX90018023,C04-05,1.000000,
LLCS2271,LX90018019,C04-05,1.000000,
LLCS2271,LX90018363,C04-05,1.000000,
LLCS2271,LX90018020,C04-05,1.000000,
LLCS2271,LX90018211,C04-05,1.000000,
LLCS2271,LX90018022,C04-05,1.000000,
LLCS2271,LX90018208,C04-05,1.000000,
LLCS2271,LX90018359,C04-05,1.000000,
LLCS2271,LX90018209,C04-05,1.000000,
LLCS2271,LX90018374,C04-05,1.000000,
LLCS2271,LX90018024,C04-05,1.000000,
LLCS2271,LX90018369,C04-05,1.000000,
LLCS2271,LX90018033,C04-05,1.000000,
LLCS2271,LX90018027,C04-05,1.000000,
LLCS2271,LX90018028,C04-05,1.000000,
LLCS2271,LX90018021,C04-05,1.000000,
LLCS2271,LX90018360,C04-05,1.000000,
LLCS2271,LX90024192,C04-05,1.000000,
LLCS2271,LX90018367,C04-05,1.000000,
LLCS2271,LX90018373,C04-05,1.000000,
LLCS2271,LX90018371,C04-05,1.000000,
LLCS2271,LX90018365,C04-05,1.000000,
LLCS2271,LX90018370,C04-05,1.000000,
LLCS2271,LX90018018,C04-05,1.000000,
LLCS2271,LX90018200,C04-05,1.000000,
LLCS2271,LX90018197,C04-05,1.000000,
LLCS2271,LX90018073,C04-05,1.000000,
LLCS2271,LX90018214,C04-05,1.000000,
LLCS2271,LX90018076,C04-05,1.000000,
LLCS2271,LX90018157,C04-05,1.000000,
LLCS2271,LX90018078,C04-05,1.000000,
LLCS2271,LX90018213,C04-05,1.000000,
LLCS2271,LX90018199,C04-05,1.000000,
LLCS2271,LX90020883,C04-05,1.000000,
